"SKU","Name","URL to product","Price","Retail Price","URL to image","URL to thumbnail image","Commission","Category","SubCategory","Description","SearchTerms","Status","Your MerchantID","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Manufacturer","PartNumber","MerchantCategory","MerchantSubcategory","ShortDescription","ISBN","UPC","CrossSell","MerchantGroup","MerchantSubgroup","CompatibleWith","CompareTo","QuantityDiscount","Bestseller","AddToCartURL","ReviewsRSSURL","Option1","Option2","Option3","Option4","Option5","customCommissions","customCommissionIsFlatRate","customCommissionNewCustomerMultiplier","mobileURL","mobileImage","mobileThumbnail","ReservedForFutureUse","ReservedForFutureUse","ReservedForFutureUse","ReservedForFutureUse"
"POP-500","Portulaca Oleracea (Purslane) Extract - 500g Pure Powder","http://www.bulksupplements.com/portulaca-oleracea-purslane.html","24.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_87.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_87.jpg","","12","183","Purslane is also one of the few non-meat sources for Omega-3 fatty acids. In fact, it has higher amounts of Alpha-Linoleic acid than spinach.As an added bonus, it is rich in vitamins, minerals, amino acids and antioxidants. ","","instock","53326","","","","","","BulkSupplements","","","","Purslane (Portulaca oleracea) is a green and leafy wild vegetable. It is found mainly throughout Asia and has been used for centuries for its properties. As it is used today, Purslane is meant mainly to promote general good health and well-being.","","849720013477","","","","","","","","","","","","","","","","","","","","","","","",""
"POP-1KG","Portulaca Oleracea (Purslane) Extract - 1kg Pure Powder","http://www.bulksupplements.com/portulaca-oleracea-purslane.html","37.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_88.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_88.jpg","","12","183","Purslane is also one of the few non-meat sources for Omega-3 fatty acids. In fact, it has higher amounts of Alpha-Linoleic acid than spinach.As an added bonus, it is rich in vitamins, minerals, amino acids and antioxidants. ","","instock","53326","","","","","","BulkSupplements","","","","Purslane (Portulaca oleracea) is a green and leafy wild vegetable. It is found mainly throughout Asia and has been used for centuries for its properties. As it is used today, Purslane is meant mainly to promote general good health and well-being.","","849720013484","","","","","","","","","","","","","","","","","","","","","","","",""
"POP-5KG","Portulaca Oleracea (Purslane) Extract - 5kg Pure Powder","http://www.bulksupplements.com/portulaca-oleracea-purslane.html","161.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_89.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_89.jpg","","12","183","Purslane is also one of the few non-meat sources for Omega-3 fatty acids. In fact, it has higher amounts of Alpha-Linoleic acid than spinach.As an added bonus, it is rich in vitamins, minerals, amino acids and antioxidants. ","","instock","53326","","","","","","BulkSupplements","","","","Purslane (Portulaca oleracea) is a green and leafy wild vegetable. It is found mainly throughout Asia and has been used for centuries for its properties. As it is used today, Purslane is meant mainly to promote general good health and well-being.","","849720013491","","","","","","","","","","","","","","","","","","","","","","","",""
"POP-25KG","Portulaca Oleracea (Purslane) Extract - 25kg Pure Powder","http://www.bulksupplements.com/portulaca-oleracea-purslane.html","431.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_90.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_90.jpg","","12","183","Purslane is also one of the few non-meat sources for Omega-3 fatty acids. In fact, it has higher amounts of Alpha-Linoleic acid than spinach.As an added bonus, it is rich in vitamins, minerals, amino acids and antioxidants. ","","soldout","53326","","","","","","BulkSupplements","","","","Purslane (Portulaca oleracea) is a green and leafy wild vegetable. It is found mainly throughout Asia and has been used for centuries for its properties. As it is used today, Purslane is meant mainly to promote general good health and well-being.","","849720013507","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-10","Pure Resveratrol - 10g Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","17.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_41.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_41.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720007964","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-25","Pure Resveratrol - 25g Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","28.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_42.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_42.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720007971","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-50","Pure Resveratrol - 50g Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","46.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_43.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_43.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720007988","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-100","Pure Resveratrol - 100g Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","66.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_44.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_44.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720007995","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-250","Pure Resveratrol - 250g Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","151.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_45.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_45.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720008015","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-500","Pure Resveratrol - 500g Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","296.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_47.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_47.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720008022","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-1KG","Pure Resveratrol - 1kg Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","581.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_48.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_48.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","instock","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","849720008008","","","","","","","","","","","","","","","","","","","","","","","",""
"RES-5KG","Pure Resveratrol - 5kg Pure Powder","http://www.bulksupplements.com/resveratrol-pure.html","2541.96","","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_49.jpg","http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_49.jpg","","12","183","The most popular Resveratrol supplements that can be bought today are usually using Resveratrol derived from Japanese Knotweed. This represents one of the best original sources for extraction, since it contains the substance in such high amounts.","","soldout","53326","","","","","","BulkSupplements","","","","Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.","","","","","","","","","","","","","","","","","","","","","","","","","",""
